SiteSource	ItemID	ManufacturerID	ManufacturerCode	ManufacturerName	ProductID	ProductName	ProductDescription	ManufacturerItemCode	ItemDescription	ImageFileName	ItemImageURL	NDCItemCode	PKG	UnitPrice	QuantityOnHand	PriceDescription	Availability	PrimaryCategoryID	PrimaryCategoryName	SecondaryCategoryID	SecondaryCategoryName	CategoryID	CategoryName	IsRX	IsTBD
AIM	10143411	60	2	Symmetry Surgical, Inc.	10001782	SYMMETRY SURGICAL AARON DISPOSABLE ACTIVE ELECTRODES	Designed to fit all standard pencils that accept 3/32" electrodes.	A840	Tenzel 4" Electrode, 5mm Tip, Coated	i66823.jpg	https://secure.ndc-inc.com/AIMImage/i66823.jpg	AAR A840	ea	179.0600	0		14-21 Days	21	Surgery/Minor Procedure	180	Electrosurgery	883	Electrodes/Grounding Pads/Tips	N	N
AIM	10179497	191	261	Cardinal Health	10019263	CARDINAL HEALTH MONOJECT™ HYPODERMIC NEEDLES WITH POLYPRO HUB	Latex free.  Ultra-sharp, tri-beveled, anti-coring, stainless steel needle.  Translucent, color-coded luer lock hub.  Color-coded cap.  Autoclavable in rigid pack for use in O.R./procedure packs.  Sterile.	8881250255	Hypo Needle, 23G x 1" A, 100/bx, 10 bx/cs (Continental US Only)	i71433.jpg	https://secure.ndc-inc.com/AIMImage/i71433.jpg	KEN 8881250255	cs	80.6000	2		Stock Item	11	Needles & Syringes	107	Needles	705	Standard	N	N
AIM	10253396	166	10000517	Pelstar LLC/Health O Meter Professional Scales	10022340	PELSTAR/HEALTH O METER PROFESSIONAL SCALE - PARTS & ACCESSORIES		B401294	2595KL Handle (DROP SHIP ONLY)			HMP B401294	ea	22.5000	0		Drop Ship Only	10	Equipment & Furniture	99	Measurement Devices	670	Height 	N	N
AIM	10374792	530	10000685	Cytiva	10028324	CYTIVA GLASS MICROFIBER FILTER PAPERS	Whatman offers two types of glass microfiber filters manufactured from 100% borosilicate glass: binder free that is chemically inert and with binder. These filters combine fast flow rates with high loading capacity and the retention of very fine particles, extending into the sub-micron range. Can be used at temperatures up to 500°C and are ideal for use in applications involving air filtration and for gravimetric analysis of volatile materials where ignition is involved. They have a fine capillary structure and can absorb significantly larger quantities of water than an equivalent cellulose filter, making  them suitable for sport tests and liquid scintillation counting methods. Can also be made completely transparent for subsequent microscopic examination.	10370308	Glass Filter, Grade GF10, 150 mm, 100/pk			GBS 10370308	pk	254.4400	0		14-21 Days	9	Lab Equipment & Accessories	1059	Filter Papers & Membranes	1030	Glass Microfiber Filters	N	N
AIM	10237713	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020326	MEDTRONIC MAXON™ MONOFILAMENT SYNTHETIC ABSORBABLE SUTURES	MAXON™ synthetic absorbable sutures are prepared from polyglyconate, a copolymer of glycolic acid and trimethylene carbonate. The advanced extrusion process of the molecule of polyglyconate gives the suture: Excellent in-vivo strength retention; Excellent knot tying security; Excellent handling; Minimal memory. MAXON™ synthetic absorbable sutures are indicated for use in general soft tissue approximation and/or ligation, including use in pediatric cardiovascular tissue, where growth is expected to occur, and in peripheral vascular surgery. MAXON™ synthetic absorbable sutures are not indicated for use in adult cardiovascular tissue, ophthalmic surgery, microsurgery and neural tissues.	SMM5241	Suture, Premium Reverse Cutting, Size 3-0, Clear, 18", Needle P-14, 3/8 Circle, 3 dz/bx (Continental US Only)			USS SMM5241	bx	490.6000	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10188334	143	244	Exel Corporation	10020920	EXEL DERMATOLOGY HYPODERMIC NEEDLES	Designed by dermatologists and created for use in the dermatological field.	26392	Regular Bevel, 32G x ½", 100/bx (Temporarily Unavailable for Sale into Canada – Heal Canada Licensing for EXEL products are currently inactive – ETA 7/1/23 for updated Licensing.)	i71096.jpg	https://secure.ndc-inc.com/AIMImage/i71096.jpg	EXE 26392	bx	35.9900	51		Stock Item	11	Needles & Syringes	107	Needles	707	Specialty	N	N
AIM	10341047	345	10000485	ICU Medical	10005260	ICU MEDICAL JELCO™ IV CATHETERS	The leading standard peripheral I.V. catheter. The FEP polymer construction and "J"-point needle design allow clinicians to easily feel the vein entry. Clinician rely on these catheters for their ease of use starting arterial lines and gaining I.V. access. The thin wall catheter design provides higher flow rates than standard wall catheters, often allowing for use in a smaller gauge device. For enhanced securement, try the winged catheter. The flexible wings follow the contours of any site allowing a more secure attachment on even the most active patients.	405511	IV Catheter, 18G x 1¼", Green, w/out Safety, 50/bx, 4 bx/cs (US Only)			MDX 405511	cs	377.7700	0		Stock Item	8	IV Products	76	IV Catheters	574	Standard	N	N
AIM	10159948	32	10000289	Amsino International, Inc.	10016918	AMSINO AMSURE® URETHRAL RED RUBBER CATHETER	Sterile and latex free.	AS44020	Red Rubber Urethral Catheter, 20FR,100/bx	i10554.jpg	https://secure.ndc-inc.com/AIMImage/i10554.jpg	AMS AS44020	bx	45.3400	0		14-21 Days	22	Urology	195	Catheters	988	Urethral/Intermittent	N	N
AIM	10199717	191	261	Cardinal Health	10020010	CARDINAL HEALTH SHARPSAFETY™ CARTS & FLOOR BRACKETS	One-handed disposal.  Lids lift or slide open easily with foot-operated pedal.  Lids may remain closed when not in use to reduce exposure to contents and Type 1 violations.  Ergonomic handle is telescopic when transporting and retractable when stationary.  Heavy containers can be removed from the side with minimal lifting.  OSHA 29 CFR 1910.130, "During use, sharps disposal containers must be maintained upright throughout use".	8981FP	Foot Pedal Cart For 8 Gal Slide-Top Lid Large Volume & Chemotherapy Containers, 1/cs (Continental US Only)	v14461.jpg	https://secure.ndc-inc.com/AIMImage/iv14461.jpg	KEN 8981FP	cs	330.2800	2		Stock Item	6	Infection Control	61	Sharps/Waste Containers	0		N	N
AIM	10280056	49	209	BD	10022584	BD QUINCKE SPINAL TRAYS		405609	Spinal Tray Contains: 22G x 3½" Spinal Needle, Bupivacaine (0.75%) with Dextrose (8.25%) 2mL, Lidocaine HCL (1%) 5mL, Epinephrine (0.1%) 1mL, Drape (Rx), 10/cs (Item is Short Dated - Less than 180 Days) (Temp Sensitive; Non-Returnable) (Continental US Only) (Item on Manufacturer Backorder - Inventory Limited when Available) (Drop Ship Requires Pre-Approval)	i20948.jpg	https://secure.ndc-inc.com/AIMImage/i20948.jpg	BEC 405609	cs	294.2200	0		14-21 Days	21	Surgery/Minor Procedure	184	Packs/Trays	899	Regional Anesthetic/specialty	Y	N
AIM	10210054	448	10000598	BR Surgical, LLC	10024379	BR SURGICAL WORLD GRADE INSTRUMENTS		WG10-184726	Adson Tissue Forcep, 2x3 Teeth, 4¾"				ea	14.2400	0		Mfr. Direct	7	Instruments	73	General Surgery	552	General/Miscellaneous	N	N
AIM	10301348	245	111	Midmark Corporation (Ritter Medical)	10034445	MIDMARK SYNTHESIS™ MOBILE TREATMENT CABINET		M21B.487.SEB	Mobile Treatment Cabinet, (2) 4" Drawers, Double Door, 18" Deep, 4" Casters, Soft Edge Bumper, Earth, Woodgrain				ea	1548.0000	0		Mfr. Direct	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10269538	810	10000979	O&M Halyard	10014643	HALYARD BOUFFANT CAP	1-layer fabric. Exposure anticipated: no potential fluid contact.	69088	Bouffant Cap SMS, Blue, Large (24"), 100/ctn, 3 ctn/cs (US Only)			KIM 69088	cs	60.2400	0		14-21 Days	15	Protective Apparel 	132	Apparel	752	Head/ Face	N	N
AIM	10169920	19	7	Albahealth, LLC	10018169	ALBA CARENETT™ MESH DRESSING RETAINERS	Securely holds wet or dry dressings on areas difficult to secure with tape or if the patient is allergic to tape.	CN09	Size 9 Dressing Retainer, 25 yds Stretched 1 rl/bx	H_CN09.jpg	https://secure.ndc-inc.com/AIMImage/ABH_CN09.jpg	ABH CN09	bx	24.6200	0		14-21 Days	19	Skin And Wound Care	164	Compression Bandages/Dressing Retainers	944	Retainer/Net	N	N
AIM	10265352	344	317	Smith & Nephew, Inc.	10026779	SMITH & NEPHEW RENASYS ACCESSORIES		66801082	Adhesive Gel Patch, 4" x 2.8", 10/bx, 5 bx/cs (US Only)			SMI 66801082	cs	341.1200	0		14-21 Days	19	Skin And Wound Care	166	Negative Pressure	984	Pumps/Accessories	N	N
